Company Name,HeadQuarter,Sector,Amount($),Stage,Year Funded
Mitron TV,Bangalore,Technology,3000000.0,Series Stage ,2020
Svami,Mumbai,Consumer Services,800000.0,Series Stage ,2020
Dhurnia,Dhingsara,Education,100000.0,Series Stage ,2020
Expertrons,Mumbai,Education,3000000.0,Series Stage ,2020
Leena AI,Outside Bangalore,Technology,8000000.0,Series Stage ,2020
Bizlog,Bangalore,Transport,1000000.0,Series Stage ,2020
Tamasha.live,Mumbai,Entertainment,300000.0,Series Stage ,2020
Fedo,Bangalore,Technology,1000000.0,Series Stage ,2020
FabHotels,Gurugram,Technology,1000000.0,Series Stage ,2020
Freshokartz,Jaipur,Technology,1000000.0,Pre Series Stage ,2020
FlexiLoans,Mumbai,Finance,6000000.0,Debt Stage ,2020
Agrix,Patna,Technology,3000000.0,Series Stage ,2020
BharatAgri,Pune,Technology,3000000.0,Pre Series Stage ,2020
FreshtoHome,Bangalore,E-Commerce,121000000.0,Series Stage ,2020
Credable,Mumbai,Finance,4500000.0,Series Stage ,2020
Railofy,Mumbai,Transport,5000000.0,Seed Stage ,2020
Finova Capital,Jaipur,Finance,55000000.0,Series Stage ,2020
Teachmint,Bangalore,Education,3500000.0,Seed Stage ,2020
Peel-Works,Mumbai,E-Commerce,3000000.0,Series Stage ,2020
Janani,Bangalore,Technology,200000.0,Others Stage ,2020
Credgenics,Gurugram,Finance,3300000.0,Seed Stage ,2020
Finelistings,New Delhi,Transport,3000000.0,Series Stage ,2020
Wellversed,New Delhi,Healthcare,3000000.0,Pre Series Stage ,2020
Jumbotail,Bangalore,E-Commerce,11000000.0,Series Stage ,2020
Winzo,New Delhi,Entertainment,2000000.0,Series Stage ,2020
mCaffeine,Mumbai,Consumer Services,5000000.0,Series Stage ,2020
Pocket FM,Bangalore,Business Services,5000000.0,Series Stage ,2020
Snackible,Mumbai,Healthcare,3000000.0,Later Stage ,2020
FreshtoHome,Bangalore,E-Commerce,16000000.0,Series Stage ,2020
Jumbotail,Bangalore,Technology,11000000.0,Series Stage ,2020
Nykaa,Mumbai,E-Commerce,3000000.0,Series Stage ,2020
TagZ Foods,Bangalore,Consumer Services,3000000.0,Series Stage ,2020
Genius Teacher,Mumbai,Education,2000000.0,Series Stage ,2020
Krimanshi Feeds,Jodhpur,Technology,500000.0,Series Stage ,2020
Origo,Gurugram,Technology,4000000.0,Debt Stage ,2020
GetVantage,Mumbai,Finance,5000000.0,Seed Stage ,2020
Betterplace,Bangalore,Technology,10000000.0,Series Stage ,2020
Biddano,Mumbai,Healthcare,600000.0,Pre Series Stage ,2020
InVideo,Mumbai,Entertainment,15000000.0,Series Stage ,2020
Arzooo,Bangalore,Technology,7500000.0,Series Stage ,2020
Hubilo,Outside Bangalore,Technology,4500000.0,Seed Stage ,2020
BASIC Home Loan,Gurugram,Finance,5000000.0,Seed Stage ,2020
Ketos,Outside Bangalore,Technology,18000000.0,Series Stage ,2020
SUGAR cosmetics,Mumbai,Consumer Services,2000000.0,Debt Stage ,2020
Signzy,Bangalore,Finance,5400000.0,Series Stage ,2020
Ahaguru,Chennai,Education,3000000.0,Series Stage ,2020
Tekion,Outside India,Technology,150000000.0,Series Stage ,2020
Brighteye Ventures,Outside India,Education,5400000.0,Series Stage ,2020
EzeRx,Kolkata,Education,200000.0,Seed Stage ,2020
VitalTech,Plano,Healthcare,3000000.0,Seed Stage ,2020
Ultraviolette Automotive,Bangalore,Technology,4000000.0,Series Stage ,2020
Tring,Mumbai,Entertainment,3000000.0,Series Stage ,2020
Rare Planet,Kolkata,Technology,400000.0,Pre Series Stage ,2020
GoodGamer,Bangalore,Entertainment,2500000.0,Seed Stage ,2020
InnAccel,Bangalore,Education,1500000.0,Pre Series Stage ,2020
Tiliter,Outside Bangalore,Technology,7500000.0,Series Stage ,2020
Slintel,Outside India,Marketing,4200000.0,Series Stage ,2020
SoOLEGAL,New Delhi,Business Services,4000000.0,Series Stage ,2020
HobSpace,Mumbai,Education,200000.0,Seed Stage ,2020
Supplynote,Noida,Technology,500000.0,Seed Stage ,2020
Hire Me Car,Noida,Business Services,3000000.0,Seed Stage ,2020
ShopUp,Outside Bangalore,E-Commerce,22000000.0,Series Stage ,2020
Harmonizer India,Bangalore,Technology,3000000.0,Series Stage ,2020
Zomato,Gurugram,Consumer Services,52000000.0,Series Stage ,2020
Dukaan,Mumbai,Technology,6000000.0,Seed Stage ,2020
CredR,Mumbai,E-Commerce,2000000.0,Series Stage ,2020
Satyukt,Bangalore,Agriculture,500000.0,Seed Stage ,2020
RACEnergy,Hyderabad,Technology,3000000.0,Series Stage ,2020
TREAD,Bangalore,Technology,1100000.0,Others Stage ,2020
Anveshan,Bangalore,Consumer Services,100000.0,Others Stage ,2020
TeaMonk,Bangalore,Consumer Services,900000.0,Pre Series Stage ,2020
Fleetx,Gurugram,Technology,3000000.0,Pre Series Stage ,2020
ReNEWate,Pune,Business Services,3000000.0,Others Stage ,2020
Tango Eye,Chennai,Technology,3000000.0,Seed Stage ,2020
Rare Planet,Kolkata,Business Services,3000000.0,Pre Series Stage ,2020
Avataa Me,Bangalore,Business Services,7000000.0,Series Stage ,2020
Arrival,Outside India,Technology,118000000.0,Series Stage ,2020
Cover Genius,Outside Bangalore,Finance,15000000.0,Series Stage ,2020
Phononic Vibes,Outside India,Technology,2300000.0,Series Stage ,2020
MikeLegal,Gurugram,Business Services,3000000.0,Seed Stage ,2020
Clair,Outside Bangalore,Finance,4500000.0,Seed Stage ,2020
Gourmet Garden,Outside India,Consumer Services,3000000.0,Series Stage ,2020
Miko,Mumbai,Technology,3000000.0,Pre Series Stage ,2020
Razorpay,Bangalore,Finance,100000000.0,Series Stage ,2020
Ninjacart,Bangalore,Consumer Services,30000000.0,Series Stage ,2020
Wow! Momo,Kolkata,Consumer Services,5000000.0,Debt Stage ,2020
Pepper Content,Mumbai,E-Commerce,4200000.0,Series Stage ,2020
LIVSPACE,Bangalore,Business Services,4000000.0,Debt Stage ,2020
Acculi Labs,Bangalore,Healthcare,600000.0,Seed Stage ,2020
Your MD,Outside India,Healthcare,25000000.0,Series Stage ,2020
Antaios,Outside Bangalore,Technology,11000000.0,Series Stage ,2020
Unnati,Noida,Technology,1700000.0,Pre Series Stage ,2020
Disprz,Chennai,Education,1600000.0,Pre Series Stage ,2020
Uni,Mumbai,Finance,18500000.0,Seed Stage ,2020
Credit Wise Capital,Mumbai,Finance,6000000.0,Seed Stage ,2020
Chargebee,Outside India,Technology,55000000.0,Series Stage ,2020
Reliance Retail Ventures Ltd,Mumbai,Technology,70000000000.0,Series Stage ,2020
Winuall,Bangalore,Education,2000000.0,Series Stage ,2020
Genrobotics,Trivandrum,Technology,300000.0,Series Stage ,2020
Livve,Cochin,Consumer Services,1500000.0,Seed Stage ,2020
Ergos,Samastipur,Technology,5000000.0,Series Stage ,2020
Krishitantra,Hyderabad,Business Services,1000000.0,Seed Stage ,2020
PakkaProfile,Bangalore,Technology,3000000.0,Seed Stage ,2020
Monet Networks,Outside India,Technology,500000.0,Later Stage ,2020
Unocoin,Tumkur,Finance,3000000.0,Series Stage ,2020
Pesto,New Delhi,Education,3000000.0,Series Stage ,2020
NirogStreet,Gurugram,Business Services,2000000.0,Pre Series Stage ,2020
Bambrew,Bangalore,Business Services,3000000.0,Others Stage ,2020
Omnify,Outside India,Technology,3000000.0,Pre Series Stage ,2020
Fanball XI,New Delhi,Entertainment,1000000.0,Seed Stage ,2020
Treebo Hotels,Bangalore,Technology,6000000.0,Series Stage ,2020
GPS Renewables,Bangalore,Industrial,3000000.0,Series Stage ,2020
Public,New Delhi,Entertainment,30000000.0,Series Stage ,2020
Legal Salah,Kolkata,Business Services,1000000.0,Seed Stage ,2020
FanPlay,New Delhi,Entertainment,3000000.0,Seed Stage ,2020
ECOSTP,Bangalore,Technology,19000000.0,Series Stage ,2020
Coralogix,Outside Bangalore,Technology,25000000.0,Series Stage ,2020
Equiwatt,Outside India,Technology,300000.0,Series Stage ,2020
Reliance Retail Ventures,Mumbai,E-Commerce,800000000.0,Series Stage ,2020
Zhangmen,Outside India,Education,400000000.0,Series Stage ,2020
AgroWave,Gurugram,Technology,500000.0,Series Stage ,2020
Sapio Analytics,Mumbai,Technology,150000.0,Series Stage ,2020
Taimei,Outside India,Healthcare,176000000.0,Series Stage ,2020
Avanse Financial Services,Mumbai,Finance,15000000.0,Series Stage ,2020
Industry Buying,New Delhi,E-Commerce,15000000.0,Series Stage ,2020
Hopscotch,Mumbai,E-Commerce,25000000.0,Series Stage ,2020
Pristyn Care,Gurugram,Healthcare,11000000.0,Series Stage ,2020
WoodenStreet,Rajasthan,Business Services,1000000.0,Series Stage ,2020
ACKO,Mumbai,Business Services,60000000.0,Series Stage ,2020
Farmers Fresh Zone,Kochi,Technology,470000.0,Series Stage ,2020
Invento,Bangalore,Technology,3000000.0,Series Stage ,2020
Infurnia,Bangalore,Technology,240000.0,Series Stage ,2020
AnalytIQSports's SuperCric,Bangalore,Technology,3000000.0,Series Stage ,2020
Snowflake,Outside Bangalore,Technology,3000000000.0,Series Stage ,2020
GenieTalk,Indore,Technology,750000.0,Series Stage ,2020
Classplus,Noida,Education,10000000.0,Series Stage ,2020
Mobile Premier League,Bangalore,Technology,74000000.0,Series Stage ,2020
Fourth Partner Energy,Hyderabad,Business Services,16000000.0,Series Stage ,2020
Flipkart,Bangalore,E-Commerce,62000000.0,Series Stage ,2020
Vivriti Capital,Chennai,Finance,1000000.0,Series Stage ,2020
InsuranceDekho,Ludhiana,Finance,20000000.0,Series Stage ,2020
BestDoc,Kochi,Healthcare,2100000.0,Series Stage ,2020
Byju’s,Bangalore,Education,500000000.0,Series Stage ,2020
Melorra,Bangalore,Business Services,12500000.0,Series Stage ,2020
Reliance,Mumbai,Business Services,2200000000.0,Series Stage ,2020
Inflexor Ventures,Mumbai,Finance,10000000.0,Series Stage ,2020
Pandorum,Bangalore,Technology,5060000.0,Series Stage ,2020
SpeakIn,Noida,Business Services,3000000.0,Series Stage ,2020
LetsUp,Mumbai,Business Services,3000000.0,Series Stage ,2020
Newsreach,Gujarat,Business Services,3000000.0,Series Stage ,2020
Dream11,Mumbai,Technology,225000000.0,Series Stage ,2020
SignalX,Hyderabad,Technology,750000.0,Series Stage ,2020
JetSynthesys,Mumbai,Business Services,40000000.0,Series Stage ,2020
Vesta Space Technology,Pune,Technology,10000000.0,Series Stage ,2020
Dozee,Bangalore,Healthcare,1600000.0,Series Stage ,2020
Rebel Foods,Pune,Consumer Services,50000000.0,Series Stage ,2020
Nykaa,Mumbai,Consumer Services,24700000.0,Series Stage ,2020
Ketto,Mumbai,Finance,7700000.0,Series Stage ,2020
Suryoday,Mumbai,Finance,800000.0,Series Stage ,2020
SucSEED,Hyderabad,Finance,1300000.0,Series Stage ,2020
Unacademy,Bangalore,Education,150000000.0,Series Stage ,2020
Strata,Bangalore,Business Services,19067328.0,Series Stage ,2020
3one4 Capital,Bangalore,Technology,100000000.0,Series Stage ,2020
WE-Hub,Hyderabad,Business Services,3000000.0,Series Stage ,2020
Zomato,Haryana,Consumer Services,62000000.0,Series Stage ,2020
Vicara,Bangalore,Technology,3000000.0,Series Stage ,2020
Gaana,Gurugram,Technology,51000000.0,Series Stage ,2020
EM3 Agri,Noida,Technology,1000000.0,Series Stage ,2020
Plum,Thane,Consumer Services,115000.0,Series Stage ,2020
Odwen,Noida,Business Services,54000.0,Series Stage ,2020
Fasal,Bangalore,Technology,20000.0,Series Stage ,2020
Trukky,Ahmedabad,Transport,3000000.0,Series Stage ,2020
BankBazaar,Chennai,Business Services,9000000.0,Series Stage ,2020
Specsmakers,Chennai,Business Services,3000000.0,Series Stage ,2020
Grinntech,Dehradun,Technology,2000000.0,Series Stage ,2020
CreditMantri,Chennai,Finance,803146.0,Series Stage ,2020
Chai Waale,Chennai,Consumer Services,238000.0,Series Stage ,2020
Deepsync,Bangalore,Technology,300000.0,Series Stage ,2020
ConnectedH,Gurgaon,Healthcare,3000000.0,Series Stage ,2020
Reliance Retail,Mumbai,E-Commerce,10220000.0,Series Stage ,2020
QShala,Bangalore,Education,300000.0,Series Stage ,2020
Pitstop,Bangalore,Business Services,1020000.0,Series Stage ,2020
Zomato,Haryana,Consumer Services,100000000.0,Series Stage ,2020
Customfit ai,Bangalore,Technology,3000000.0,Series Stage ,2020
Nirmata,Outside Bangalore,Business Services,3000000.0,Series Stage ,2020
Hire Me Car,Noida,Consumer Services,3000000.0,Seed Stage ,2020
Oga Fit,Bangalore,Technology,3000000.0,Pre Series Stage ,2020
ShipsKart,New Delhi,E-Commerce,200000.0,Pre Series Stage ,2020
SquadStack,Outside Bangalore,Technology,5000000.0,Series Stage ,2020
Financepeer,Mumbai,Education,3000000.0,Pre Series Stage ,2020
Cashify,Gurugram,E-Commerce,10000000.0,Debt Stage ,2020
Etrio,Hyderabad,Technology,3000000.0,Series Stage ,2020
Codeyoung,Bangalore,Education,3000000.0,Seed Stage ,2020
StayQrious,Bangalore,Education,2000000.0,Seed Stage ,2020
Sunstone Eduversity,Gurugram,Education,3000000.0,Series Stage ,2020
Infilect,Bangalore,Technology,1500000.0,Pre Series Stage ,2020
MobiGarage,New Delhi,E-Commerce,3000000.0,Pre Series Stage ,2020
Samunnati,Chennai,Agriculture,20000000.0,Debt Stage ,2020
WeInnovate Biosolutions,Pune,Business Services,3000000.0,Seed Stage ,2020
Yummy Corp,Outside India,Consumer Services,12000000.0,Series Stage ,2020
Smallcase,Bangalore,Finance,13400000.0,Series Stage ,2020
Clairvolex,Outside Bangalore,Technology,2000000.0,Debt Stage ,2020
Assiduus,Bangalore,E-Commerce,1000000.0,Series Stage ,2020
Brinton,Outside Bangalore,Healthcare,1300000.0,Debt Stage ,2020
AFK Gaming,Mumbai,Technology,200000.0,Pre Series Stage ,2020
Infarm,Outside Bangalore,Technology,170000000.0,Series Stage ,2020
Zuper,Outside Bangalore,Technology,1100000.0,Seed Stage ,2020
mCaffeine,Mumbai,Business Services,2900000.0,Series Stage ,2020
Origa,Andheri,Finance,2000000.0,Debt Stage ,2020
GullyBuy Software,Pune,Technology,543000.0,Pre Series Stage ,2020
Recordent,Hyderabad,Finance,3000000.0,Seed Stage ,2020
MPL,Bangalore,Technology,90000000.0,Series Stage ,2020
Penny,Riyadh,Technology,1300000.0,Seed Stage ,2020
Onsitego,Mumbai,Human Resources,30000000.0,Series Stage ,2020
Precily,Outside Bangalore,Technology,3000000.0,Seed Stage ,2020
SmartClean,Outside Bangalore,Technology,3400000.0,Pre Series Stage ,2020
ClanConnect,Delhi,Marketing,600000.0,Seed Stage ,2020
Servify,Mumbai,Business Services,23000000.0,Series Stage ,2020
ShareChat,Bangalore,Entertainment,40000000.0,Pre Series Stage ,2020
Rephrase.ai,Bangalore,Technology,1500000.0,Seed Stage ,2020
Melorra,Bangalore,Business Services,8090000.0,Debt Stage ,2020
FabHotels,Gurugram,Technology,1030000.0,Series Stage ,2020
EkAnek,New Delhi,Technology,5040000.0,Others Stage ,2020
Cub McPaws,Mumbai,Business Services,800000.0,Pre Series Stage ,2020
Zimyo,Gurgaon,Technology,1500000.0,Seed Stage ,2020
PumPumPum,Gurgaon,Transport,360000.0,Debt Stage ,2020
Burgerama,Gurgaon,Consumer Services,3000000.0,Pre Series Stage ,2020
Moms Co,Gurgaon,Healthcare,8000000.0,Series Stage ,2020
DillyHub,Outside Bangalore,Business Services,1400000.0,Seed Stage ,2020
FPL Technologies,Pune,Finance,10000000.0,Series Stage ,2020
FITTR,Pune,Technology,2000000.0,Pre Series Stage ,2020
Illumnus,Pune,Technology,100000.0,Seed Stage ,2020
CashKaro,Gurgaon,E-Commerce,10000000.0,Series Stage ,2020
Newton School,Bangalore,Technology,650000.0,Seed Stage ,2020
Airmeet,Bangalore,Technology,12000000.0,Series Stage ,2020
Observe ai,Outside Bangalore,Business Services,54000000.0,Series Stage ,2020
InCred,Mumbai,Finance,5000000.0,Debt Stage ,2020
Toppr,Mumbai,Education,35000000.0,Series Stage ,2020
CarTrade,Mumbai,Business Services,42500000.0,Series Stage ,2020
LEAD School,Mumbai,Business Services,28000000.0,Series Stage ,2020
Servify,Mumbai,Industrial,11370000.0,Series Stage ,2020
Lido Learning,Mumbai,Education,7500000.0,Series Stage ,2020
Apna.co,Bangalore,Human Resources,8000000.0,Series Stage ,2020
Quintype Technologies,Bangalore,Business Services,325000.0,Series Stage ,2020
Dunzo,Bangalore,Business Services,28000000.0,Series Stage ,2020
Entropik,Bangalore,Technology,8000000.0,Series Stage ,2020
Livspace,Bangalore,Business Services,9000000.0,Series Stage ,2020
Ultraviolette Automotive,Bangalore,Business Services,410000.0,Series Stage ,2020
WinZO,New Delhi,Entertainment,18000000.0,Series Stage ,2020
SenseHawk,Bangalore,Technology,5000000.0,Series Stage ,2020
Railofy,Mumbai,Business Services,900000.0,Seed Stage ,2020
Eloelo,Bangalore,Business Services,450000.0,Seed Stage ,2020
Aibono,Bangalore,Technology,2000000.0,Pre Series Stage ,2020
BuildPan,Indore,Technology,500000.0,Seed Stage ,2020
Homelane,Bangalore,Business Services,8000000.0,Later Stage ,2020
MyGlamm,Mumbai,Consumer Services,1000000.0,Series Stage ,2020
Aviom,New Delhi,Finance,682000.0,Debt Stage ,2020
Flinto,Chennai,Technology,7000000.0,Pre Series Stage ,2020
WayCool,Chennai,Technology,5060000.0,Series Stage ,2020
YAP,Chennai,Business Services,4050000.0,Series Stage ,2020
Big Bang Boom Solutions,Chennai,Business Services,1050000.0,Series Stage ,2020
GUVI,Chennai,Technology,800000.0,Series Stage ,2020
BluSmart,Gurugram,Technology,7000000.0,Pre Series Stage ,2020
Cell Propulsion,Bangalore,Transport,3000000.0,Pre Series Stage ,2020
MPL,Bangalore,Technology,50000000.0,Series Stage ,2020
Spoonshot,Bangalore,Business Services,1000000.0,Seed Stage ,2020
Pulse,Mumbai,Finance,750000.0,Pre Series Stage ,2020
Groww,Bangalore,Finance,30000000.0,Series Stage ,2020
i3 Systems,Mumbai,Finance,1050000.0,Pre Series Stage ,2020
SOAL,Mumbai,Education,1000000.0,Others Stage ,2020
OckyPocky,Gurugram,Education,400000.0,Seed Stage ,2020
Hippo Video,Outside Bangalore,Entertainment,4000000.0,Series Stage ,2020
Hasura,Outside Bangalore,Technology,25000000.0,Series Stage ,2020
Qapita,Outside Bangalore,Finance,1080000.0,Seed Stage ,2020
Sunday,Outside Bangalore,Finance,9000000.0,Pre Series Stage ,2020
Gamezop,Gurugram,Entertainment,4300000.0,Series Stage ,2020
Phool.co,Kanpur,Business Services,1400000.0,Pre Series Stage ,2020
Chiratae Ventures,Bangalore,Technology,3000000.0,Seed Stage ,2020
MedLife,Bangalore,Healthcare,6800000.0,Series Stage ,2020
IDfy,Mumbai,Technology,2110000.0,Series Stage ,2020
True Balance,Gurugram,Finance,3000000.0,Series Stage ,2020
Bira91,New Delhi,Business Services,764000.0,Series Stage ,2020
Max wholesale,New Delhi,E-Commerce,603000.0,Series Stage ,2020
Craftsvilla,Mumbai,E-Commerce,409000.0,Series Stage ,2020
MechMocha,Bangalore,Technology,292000.0,Series Stage ,2020
Mindhouse,Gurugram,Healthcare,286000.0,Series Stage ,2020
DeepSync,Chandigarh,Technology,136000.0,Series Stage ,2020
Eruditus,Mumbai,Education,3000000.0,Series Stage ,2020
Gradeup,Noida,Education,546000.0,Series Stage ,2020
Tracxn,Bangalore,Business Services,887000.0,Series Stage ,2020
Purple Style Labs,Mumbai,Consumer Services,43000.0,Series Stage ,2020
ProPhysio,Bangalore,Healthcare,40900.0,Series Stage ,2020
Flickstree,Mumbai,Business Services,40900.0,Series Stage ,2020
Settl,Gurugram,Consumer Services,3000000.0,Series Stage ,2020
Fanspole,Thane,Technology,3000000.0,Others Stage ,2020
Sarva,Mumbai,Healthcare,3000000.0,Series Stage ,2020
Univ.ai,Bangalore,Education,3000000.0,Series Stage ,2020
PurohitJi,Bangalore,Technology,3000000.0,Series Stage ,2020
CredoLab,Outside Bangalore,Business Services,7000000.0,Series Stage ,2020
Brick&Bolt,Bangalore,Business Services,2200000.0,Series Stage ,2020
Grinntech,Chennai,Technology,2000000.0,Series Stage ,2020
6Degree,Mumbai,Consumer Services,340000.0,Series Stage ,2020
Exprs,Bangalore,Business Services,5660000.0,Series Stage ,2020
Bikayi,Hyderabad,E-Commerce,2000000.0,Seed Stage ,2020
Virtual Forest,Bangalore,Business Services,3000000.0,Series Stage ,2020
The Health company,Gurugram,Technology,350000.0,Series Stage ,2020
TrulyMadly Matchmakers,Gurugram,Consumer Services,110000.0,Pre Series Stage ,2020
TrueFan,Mumbai,Entertainment,4300000.0,Seed Stage ,2020
Fanspole,Mumbai,Entertainment,3000000.0,Others Stage ,2020
Byju's,Bangalore,Education,122000000.0,Series Stage ,2020
Avail Finance,Bangalore,Finance,11635000.0,Series Stage ,2020
The Money Club,Delhi,Technology,3000000.0,Series Stage ,2020
Virohan,Gurgaon,Healthcare,2800000.0,Seed Stage ,2020
OneCode,Gurugram,Business Services,3000000.0,Seed Stage ,2020
Verloop.io,Bangalore,Technology,5000000.0,Series Stage ,2020
Otipy,Bangalore,Technology,1000000.0,Pre Series Stage ,2020
Evage,Chandigarh,Technology,3000000.0,Series Stage ,2020
LEAD School,Mumbai,Education,28000000.0,Series Stage ,2020
Trell,Bangalore,E-Commerce,11000000.0,Series Stage ,2020
Captain Fresh,Bangalore,Transport,2300000.0,Pre Series Stage ,2020
Teachmint,Bangalore,Education,3000000.0,Series Stage ,2020
Pixxel,Bangalore,Technology,5000000.0,Seed Stage ,2020
Habbit Health,Delhi,Technology,3000000.0,Others Stage ,2020
SmarterBiz,Bangalore,Business Services,1065000.0,Pre Series Stage ,2020
Able Jobs,Bangalore,Human Resources,2000000.0,Series Stage ,2020
Vieroots,Kochi,Healthcare,3000000.0,Series Stage ,2020
Stack Finance,Bangalore,Finance,3000000.0,Seed Stage ,2020
Masai School,Bangalore,Education,2500000.0,Series Stage ,2020
Mitron,Bangalore,Entertainment,5000000.0,Series Stage ,2020
Daalchini,Bangalore,Technology,669000.0,Pre Series Stage ,2020
Suno India,Bangalore,Entertainment,3000000.0,Later Stage ,2020
LendingKart,Ahmedabad,Finance,16076000.0,Series Stage ,2020
Text Mercato,Bangalore,Finance,649600.0,Series Stage ,2020
Eden Smart Homes,Bangalore,Technology,3000000.0,Series Stage ,2020
GrayQuest,Mumbai,Education,1000000.0,Pre Series Stage ,2020
BigHaat,Bangalore,Technology,2000000.0,Pre Series Stage ,2020
CityCash,Mumbai,Finance,1000000.0,Seed Stage ,2020
HomeLane,Chennai,Business Services,1000000.0,Series Stage ,2020
HungerBox,Bangalore,Consumer Services,6700000.0,Series Stage ,2020
DaveAI,Bangalore,Technology,3000000.0,Series Stage ,2020
Eduvanz,Mumbai,Finance,5000000.0,Series Stage ,2020
ZipLoan,Delhi,Finance,2000000.0,Series Stage ,2020
DocSumo,Mumbai,Technology,220000.0,Seed Stage ,2020
CUSMAT,Warangal,Business Services,3000000.0,Series Stage ,2020
Chingari,Bangalore,Entertainment,1300000.0,Seed Stage ,2020
Bolo Indya,Gurugram,Entertainment,300000.0,Pre Series Stage ,2020
Data Sutram,Kolkata,Technology,266500.0,Series Stage ,2020
Wobot Intelligence,Delhi,Technology,2500000.0,Pre Series Stage ,2020
DrinkPrime,Bangalore,Business Services,2879000.0,Pre Series Stage ,2020
Infeedo,Gurugram,Human Resources,700000.0,Series Stage ,2020
Probus Smart Things,Delhi,Technology,3000000.0,Seed Stage ,2020
CrowdPouch,Bangalore,Business Services,3000000.0,Later Stage ,2020
Rebel Foods,Mumbai,Consumer Services,26500000.0,Series Stage ,2020
Hevo,Bangalore,Business Services,8000000.0,Series Stage ,2020
BigSpoon Foods,Ahmedabad,Consumer Services,2000000.0,Pre Series Stage ,2020
Chingari,Bangalore,Entertainment,1000000.0,Seed Stage ,2020
ShareChat,Bangalore,Entertainment,351000.0,Series Stage ,2020
DatStop,Delhi,Technology,3000000.0,Series Stage ,2020
IPHM Services,Mumbai,Healthcare,3000000.0,Seed Stage ,2020
Wellcure,Gurugram,Healthcare,200000.0,Series Stage ,2020
VilCart,Bangalore,Business Services,3000000.0,Later Stage ,2020
Firescore,Mumbai,Entertainment,500000.0,Series Stage ,2020
BulBul,Gurgaon,Business Services,3000000.0,Series Stage ,2020
Toppr,Mumbai,Education,46761000.0,Series Stage ,2020
Pickright Technologies,Bangalore,Finance,175000.0,Seed Stage ,2020
Muse Wearables,Chennai,Business Services,3000000.0,Series Stage ,2020
SATYA Microcapital,Delhi,Finance,3000000.0,Series Stage ,2020
WYN Studio,Gurugram,Entertainment,3000000.0,Seed Stage ,2020
Fourth Partner Energy,Bangalore,Business Services,15000000.0,Series Stage ,2020
Entri,Kochi,Education,1700000.0,Pre Series Stage ,2020
Snack Amor,Mumbai,Consumer Services,3000000.0,Series Stage ,2020
MPowered,Gurugram,Technology,21000000.0,Pre Series Stage ,2020
Leap Club,Gurugram,E-Commerce,3000000.0,Series Stage ,2020
Ather Energy,Bangalore,Technology,11241000.0,Series Stage ,2020
Gigforce,Bangalore,Human Resources,804000.0,Series Stage ,2020
Vegrow,Bangalore,Technology,2500000.0,Seed Stage ,2020
Finn,Bangalore,Finance,3000000.0,Pre Series Stage ,2020
Bijnis,Bangalore,E-Commerce,10000000.0,Series Stage ,2020
iNurture,Bangalore,Education,1340000.0,Series Stage ,2020
StyleDotMe,Gurugram,Consumer Services,467000.0,Pre Series Stage ,2020
Ripsey,Mumbai,Technology,133000.0,Series Stage ,2020
ThriveFNC,Pune,Healthcare,3000000.0,Seed Stage ,2020
Vedantu,Bangalore,Education,100000000.0,Series Stage ,2020
Magicpin,Gurugram,Finance,7000000.0,Series Stage ,2020
Procol,Delhi,Technology,3823000.0,Series Stage ,2020
Yumlane,Mumbai,Technology,1000000.0,Pre Series Stage ,2020
Crio,Bangalore,Education,934000.0,Series Stage ,2020
Openapp,Bangalore,Technology,500000.0,Series Stage ,2020
PumPumPum,Gurugram,Technology,293000.0,Series Stage ,2020
uFony Services Pvt ltd,Pune,Education,3000000.0,Series Stage ,2020
Protinus Fashion Networking Pvt Ltd,Mumbai,Consumer Services,3000000.0,Pre Series Stage ,2020
Uable,Bangalore,Education,3000000.0,Seed Stage ,2020
ParkSmart,Delhi,Technology,198000.0,Series Stage ,2020
Plum,Bangalore,Healthcare,927000.0,Seed Stage ,2020
IncNut Digital,Hyderabad,Business Services,4000000.0,Series Stage ,2020
GigIndia,Pune,Business Services,971000.0,Pre Series Stage ,2020
Specsmaker,Chennai,Business Services,3060000.0,Series Stage ,2020
Piggy Ride,Bangalore,Technology,1862000.0,Pre Series Stage ,2020
Chai Waale,Chennai,Consumer Services,232000.0,Series Stage ,2020
NOTO,Mumbai,Consumer Services,3000000.0,Others Stage ,2020
Cuemath,Bangalore,Education,2888000.0,Series Stage ,2020
Cars24,Gurgaon,Technology,1328000.0,Series Stage ,2020
JetSynthesys,Pune,Technology,40000000.0,Series Stage ,2020
Earth Energy EV,Mumbai,Technology,3000000.0,Seed Stage ,2020
Green Cure,Delhi,Healthcare,3000000.0,Series Stage ,2020
Blue Sky Analytics,Gurugram,Business Services,1200000.0,Seed Stage ,2020
Edhusk,Jaipur,Education,3000000.0,Series Stage ,2020
Decentro,Bangalore,Finance,15500000.0,Series Stage ,2020
Zolostays,Bangalore,Business Services,56000000.0,Series Stage ,2020
Frontier Markets,Jaipur,Business Services,2250000.0,Pre Series Stage ,2020
Brainwired,Kerala,Technology,3000000.0,Series Stage ,2020
Aye Finance,Gurugram,Finance,16753000.0,Series Stage ,2020
Paper Boat,Gurugram,Consumer Services,3700000.0,Series Stage ,2020
Ken42,Bangalore,Education,1470000.0,Series Stage ,2020
